2026-03-11 02:45:33 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-11 02:51:32 [http-nio-0.0.0.0-8080-exec-9] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for tokens found on class UniNest.Backend.model.User
2026-03-11 02:51:32 [http-nio-0.0.0.0-8080-exec-9] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.UserController.getRoommates completed successfully
2026-03-11 02:51:32 [http-nio-0.0.0.0-8080-exec-10] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /calendar/getByApartment/APT-EB7215A | Method: UniNest.Backend.controller.CalendarController.getEventsForHouse
2026-03-11 02:51:32 [http-nio-0.0.0.0-8080-exec-10] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.CalendarController.getEventsForHouse completed successfully
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-1] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /users/roommates/APT-EB7215A | Method: UniNest.Backend.controller.UserController.getRoommates
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-1] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for tokensUpdatedAt found on class UniNest.Backend.model.User
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-1] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for tokens found on class UniNest.Backend.model.User
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-1] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.UserController.getRoommates completed successfully
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-2] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/getBills/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getBillsByUserId
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-3] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/paidHistory/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getPaidBills
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-2] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getBillsByUserId completed successfully
2026-03-11 02:51:33 [http-nio-0.0.0.0-8080-exec-3] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getPaidBills completed successfully
2026-03-11 02:51:37 [http-nio-0.0.0.0-8080-exec-4] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/createdBy/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getBillsCreatedBy
2026-03-11 02:51:37 [http-nio-0.0.0.0-8080-exec-5] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/owedToMe/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getOwedToUser
2026-03-11 02:51:37 [http-nio-0.0.0.0-8080-exec-4] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getBillsCreatedBy completed successfully
2026-03-11 02:51:37 [http-nio-0.0.0.0-8080-exec-5] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getOwedToUser completed successfully
2026-03-11 02:51:38 [http-nio-0.0.0.0-8080-exec-7] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/paidHistory/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getPaidBills
2026-03-11 02:51:38 [http-nio-0.0.0.0-8080-exec-6] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /bills/getBills/ZFG30zqKIWccbiTO5DJT0eo2zNt1 | Method: UniNest.Backend.controller.BillController.getBillsByUserId
2026-03-11 02:51:38 [http-nio-0.0.0.0-8080-exec-7] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getPaidBills completed successfully
2026-03-11 02:51:38 [http-nio-0.0.0.0-8080-exec-6] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.BillController.getBillsByUserId completed successfully
2026-03-11 02:51:48 [http-nio-0.0.0.0-8080-exec-8] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /tickets/apartment | Method: UniNest.Backend.controller.TicketController.getTicketsByApartment
2026-03-11 02:51:48 [http-nio-0.0.0.0-8080-exec-9] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /tickets/apartment | Method: UniNest.Backend.controller.TicketController.getTicketsByApartment
2026-03-11 02:51:48 [http-nio-0.0.0.0-8080-exec-8] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.TicketController.getTicketsByApartment completed successfully
2026-03-11 02:51:48 [http-nio-0.0.0.0-8080-exec-9] INFO  U.Backend.config.LoggingAspect - <<< API RES: Method UniNest.Backend.controller.TicketController.getTicketsByApartment completed successfully
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] INFO  U.Backend.config.LoggingAspect - >>> API REQ: GET /apartments/getAll | Method: UniNest.Backend.controller.ApartmentController.getAllApartments
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
